"Site","Collector","Date","FinalPlantSp","BloomStatus","FlowerNum"
"N137","GH","7/12/13","Malacothrix floccifera","full bloom",2
"N137","LCP","7/24/13","Malacothrix floccifera","finishing bloom",2
"N137","CRP","7/26/13","Malacothrix floccifera","finishing bloom",2
"N137","LCP/KAK","6/19/14","Malacothrix floccifera","not blooming",0
"N137","LTC","7/7/14","Malacothrix floccifera","not blooming",0
"N137","LTC","7/10/14","Malacothrix floccifera","not blooming",0
"N137","LTC","7/19/14","Malacothrix floccifera","full bloom",1
"W04","JPS/LTC","6/14/14","Malacothrix floccifera","not blooming",0
"W04","LCP","6/25/14","Malacothrix floccifera","not blooming",0
"W04","LCP","7/4/14","Malacothrix floccifera","not blooming",0
"W04","LTC","7/14/14","Malacothrix floccifera","full bloom",2
"N136","GH","7/9/13","Mimulus floribundus","full bloom",2
"N136","LCP","7/12/13","Mimulus floribundus","full bloom",2
"N136","CRP","7/24/13","Mimulus floribundus","full bloom",2
"N136","LCP","7/26/13","Mimulus floribundus","full bloom",2
"N136","LTC","6/17/14","Mimulus floribundus","full bloom",3
"N136","LCP","7/7/14","Mimulus floribundus","beginning to bloom to bloom",1
"N136","KK","7/10/14","Mimulus floribundus","full bloom",3
"N136","LTC","7/17/14","Mimulus floribundus","full bloom",2
"L33","AJR","6/13/14","Mimulus whitneyi","full bloom",2
"L33","LTC","6/23/14","Mimulus whitneyi","not blooming",0
"L33","KK","7/3/14","Mimulus whitneyi","not blooming",0
"L33","KK","7/13/14","Mimulus whitneyi","not blooming",0
"N139","LCP","7/9/13","Mimulus whitneyi","finishing bloom",1
"N139","CRP","7/12/13","Mimulus whitneyi","finishing bloom",1
"N139","GH","7/24/13","Mimulus whitneyi","not blooming",0
"N139","GH","7/26/13","Mimulus whitneyi","not blooming",0
"N139","JPS","6/18/14","Mimulus whitneyi","full bloom",3
"N139","LTC","7/6/14","Mimulus whitneyi","not blooming",0
"N139","LTC","7/9/14","Mimulus whitneyi","full bloom",1
"N139","LCP","7/18/14","Mimulus whitneyi","finishing bloom",1
"L21","LCP","6/26/13","Monardella odoratissima ssp. pallida","beginning to bloom",1
"L21","LKM","7/13/13","Monardella odoratissima ssp. pallida","beginning to bloom",2
"L21","LCP","7/17/13","Monardella odoratissima ssp. pallida","full bloom",2
"L21","LCP","7/30/13","Monardella odoratissima ssp. pallida","finishing bloom",2
"L21","LKM","6/12/14","Monardella odoratissima ssp. pallida","full bloom",2
"L21","LCP/EK","6/22/14","Monardella odoratissima ssp. pallida","not blooming",0
"L21","KD","7/3/14","Monardella odoratissima ssp. pallida","finishing bloom",1
"L21","KC","7/13/14","Monardella odoratissima ssp. pallida","full bloom",2
"L24","LKM","6/13/14","Monardella odoratissima ssp. pallida","full bloom",3
"L24","LCP/EK","6/23/14","Monardella odoratissima ssp. pallida","not blooming",0
"L24","MV/KD","7/2/14","Monardella odoratissima ssp. pallida","not blooming",0
"L24","LTC","7/13/14","Monardella odoratissima ssp. pallida","not blooming",0
"L33","CRP","6/29/13","Monardella odoratissima ssp. pallida","full bloom",2
"L33","GH","7/13/13","Monardella odoratissima ssp. pallida","full bloom",2
"L33","LCP","7/19/13","Monardella odoratissima ssp. pallida","finishing bloom",2
"L33","CRP","7/31/13","Monardella odoratissima ssp. pallida","not blooming",0
"L33","AJR","6/13/14","Monardella odoratissima ssp. pallida","not blooming",0
"L33","LTC","6/23/14","Monardella odoratissima ssp. pallida","full bloom",1
"L33","KK","7/3/14","Monardella odoratissima ssp. pallida","finishing bloom",2
"L33","KK","7/13/14","Monardella odoratissima ssp. pallida","full bloom",2
"N131","CK","6/30/13","Monardella odoratissima ssp. pallida","full bloom",3
"N131","CRP","7/14/13","Monardella odoratissima ssp. pallida","finishing bloom",3
"N131","LCP","7/20/13","Monardella odoratissima ssp. pallida","finishing bloom",2
"N131","CRP","8/1/13","Monardella odoratissima ssp. pallida","finishing bloom",2
"N131","LCP","6/14/14","Monardella odoratissima ssp. pallida","beginning to bloom to bloom",1
"N131","KK","6/25/14","Monardella odoratissima ssp. pallida","full bloom",3
"N131","MV/KD","7/4/14","Monardella odoratissima ssp. pallida","beginning to bloom to bloom",4
"N131","KK","7/14/14","Monardella odoratissima ssp. pallida","finishing bloom",3
"N135","GH","7/8/13","Monardella odoratissima ssp. pallida","finishing bloom",2
"N135","LCP","7/11/13","Monardella odoratissima ssp. pallida","finishing bloom",2
"N135","CRP","7/22/13","Monardella odoratissima ssp. pallida","not blooming",0
"N135","LCP","7/25/13","Monardella odoratissima ssp. pallida","not blooming",0
"N135","LTC","6/18/14","Monardella odoratissima ssp. pallida","beginning to bloom to bloom",2
"N135","KK","7/6/14","Monardella odoratissima ssp. pallida","full bloom",5
"N135","LCP","7/9/14","Monardella odoratissima ssp. pallida","full bloom",2
"N135","LCP","7/19/14","Monardella odoratissima ssp. pallida","finishing bloom",1
"N137","CRP","7/9/13","Monardella odoratissima ssp. pallida","full bloom",2
"N137","GH","7/12/13","Monardella odoratissima ssp. pallida","full bloom",2
"N137","LCP","7/24/13","Monardella odoratissima ssp. pallida","full bloom",2
"N137","CRP","7/26/13","Monardella odoratissima ssp. pallida","finishing bloom",2
"N137","LCP/KAK","6/19/14","Monardella odoratissima ssp. pallida","not blooming",0
"N137","LTC","7/7/14","Monardella odoratissima ssp. pallida","not blooming",0
"N137","LTC","7/10/14","Monardella odoratissima ssp. pallida","finishing bloom",1
"N137","LTC","7/19/14","Monardella odoratissima ssp. pallida","not blooming",0
"N139","LCP","7/9/13","Monardella odoratissima ssp. pallida","finishing bloom",2
"N139","CRP","7/12/13","Monardella odoratissima ssp. pallida","finishing bloom",2
"N139","GH","7/24/13","Monardella odoratissima ssp. pallida","finishing bloom",2
"N139","GH","7/26/13","Monardella odoratissima ssp. pallida","finishing bloom",2
"N139","JPS","6/18/14","Monardella odoratissima ssp. pallida","not blooming",3
"N139","LTC","7/6/14","Monardella odoratissima ssp. pallida","full bloom",1
"N139","LTC","7/9/14","Monardella odoratissima ssp. pallida","finishing bloom",1
"N139","LCP","7/18/14","Monardella odoratissima ssp. pallida","finishing bloom",1
"P310","LCP","6/29/13","Monardella odoratissima ssp. pallida","beginning to bloom",1
"P310","BES","7/13/13","Monardella odoratissima ssp. pallida","finishing bloom",3
"P310","CRP","7/17/13","Monardella odoratissima ssp. pallida","finishing bloom",3
"P310","GH","7/31/13","Monardella odoratissima ssp. pallida","finishing bloom",3
"P310","LCP","6/12/14","Monardella odoratissima ssp. pallida","not blooming",0
"P310","LCP","6/24/14","Monardella odoratissima ssp. pallida","beginning to bloom to bloom",1
"P310","KK","7/1/14","Monardella odoratissima ssp. pallida","finishing bloom",2
"P310","CV","7/13/14","Monardella odoratissima ssp. pallida","finishing bloom",2
"P33","CRP","6/27/13","Monardella odoratissima ssp. pallida","not blooming",0
"P33","RW","7/13/13","Monardella odoratissima ssp. pallida","finishing bloom",2
"P33","GH","7/18/13","Monardella odoratissima ssp. pallida","finishing bloom",2
"P33","CRP","7/29/13","Monardella odoratissima ssp. pallida","finishing bloom",2
"P33","AJR","6/12/14","Monardella odoratissima ssp. pallida","not blooming",0
"P33","LTC","6/22/14","Monardella odoratissima ssp. pallida","not blooming",0
"P33","LCP","7/2/14","Monardella odoratissima ssp. pallida","beginning to bloom to bloom",1
"P33","LMH","7/13/14","Monardella odoratissima ssp. pallida","full bloom",2
"P43","LCP","6/28/13","Monardella odoratissima ssp. pallida","full bloom",1
"P43","TS","7/13/13","Monardella odoratissima ssp. pallida","finishing bloom",1
"P43","GH","7/17/13","Monardella odoratissima ssp. pallida","finishing bloom",1
"P43","CRP","7/30/13","Monardella odoratissima ssp. pallida","not blooming",0
"P43","LCP","6/13/14","Monardella odoratissima ssp. pallida","not blooming",0
"P43","LTC","6/24/14","Monardella odoratissima ssp. pallida","not blooming",0
"P43","LCP","7/3/14","Monardella odoratissima ssp. pallida","full bloom",1
"P43","PG","7/13/14","Monardella odoratissima ssp. pallida","not blooming",0
"L24","LKM","6/27/13","Montia fontana ","not blooming",0
"L24","SB","7/13/13","Montia fontana ","not blooming",0
"L24","LCP","7/18/13","Montia fontana ","not blooming",0
"L24","LCP","7/31/13","Montia fontana ","not blooming",0
"L24","LKM","6/13/14","Montia fontana ","not blooming",0
"L24","LCP/EK","6/23/14","Montia fontana ","not blooming",0
"L24","MV/KD","7/2/14","Montia fontana ","not blooming",0
"L24","LTC","7/13/14","Montia fontana ","not blooming",0
"L24","LKM","6/27/13","Osmorhiza bertero ssp. chilensis","not blooming",0
"L24","SB","7/13/13","Osmorhiza bertero ssp. chilensis","full bloom",3
"L24","LCP","7/18/13","Osmorhiza bertero ssp. chilensis","full bloom",3
"L24","LCP","7/31/13","Osmorhiza bertero ssp. chilensis","finishing bloom",2
"L24","LKM","6/13/14","Osmorhiza bertero ssp. chilensis","not blooming",0
"L24","LCP/EK","6/23/14","Osmorhiza bertero ssp. chilensis","not blooming",0
"L24","MV/KD","7/2/14","Osmorhiza bertero ssp. chilensis","not blooming",0
"L24","LTC","7/13/14","Osmorhiza bertero ssp. chilensis","not blooming",0
"N136","GH","7/9/13","Osmorhiza bertero ssp. chilensis","not blooming",0
"N136","LCP","7/12/13","Osmorhiza bertero ssp. chilensis","not blooming",0
"N136","CRP","7/24/13","Osmorhiza bertero ssp. chilensis","full bloom",3
"N136","LCP","7/26/13","Osmorhiza bertero ssp. chilensis","full bloom",2
"N136","LTC","6/17/14","Osmorhiza bertero ssp. chilensis","full bloom",2
"N136","LCP","7/7/14","Osmorhiza bertero ssp. chilensis","not blooming",0
"N136","KK","7/10/14","Osmorhiza bertero ssp. chilensis","full bloom",2
"N136","LTC","7/17/14","Osmorhiza bertero ssp. chilensis","not blooming",0
"P24","CC","6/27/13","Pedicularis semibarbata","finishing bloom",1
"P24","CRP","7/13/13","Pedicularis semibarbata","not blooming",0
"P24","CRP","7/19/13","Pedicularis semibarbata","not blooming",0
"P24","GH","7/29/13","Pedicularis semibarbata","not blooming",0
"P24","JPS","6/12/14","Pedicularis semibarbata","not blooming",0
"P24","KK","6/23/14","Pedicularis semibarbata","beginning to bloom to bloom",2
"P24","KK","7/2/14","Pedicularis semibarbata","beginning to bloom to bloom",0
"P24","MRM","7/13/14","Pedicularis semibarbata","not blooming",0
"N135","GH","7/8/13","Penstemon newberryi var.newberryi","not blooming",0
"N135","LCP","7/11/13","Penstemon newberryi var.newberryi","not blooming",0
"N135","CRP","7/22/13","Penstemon newberryi var.newberryi","not blooming",0
"N135","LCP","7/25/13","Penstemon newberryi var.newberryi","not blooming",0
"N135","LTC","6/18/14","Penstemon newberryi var.newberryi","full bloom",3
"N135","KK","7/6/14","Penstemon newberryi var.newberryi","finishing bloom",1
"N135","LCP","7/9/14","Penstemon newberryi var.newberryi","not blooming",0
"N135","LCP","7/19/14","Penstemon newberryi var.newberryi","not blooming",0
"P37","JPS/LTC","6/13/14","Penstemon newberryi var.newberryi","not blooming",0
"P37","KK","6/24/14","Penstemon newberryi var.newberryi","not blooming",0
"P37","LCP","7/1/14","Penstemon newberryi var.newberryi","finishing bloom",1
"P37","LKM","7/13/14","Penstemon newberryi var.newberryi","not blooming",0
"L21","LCP","6/26/13","Phacelia hastata ssp. compacta","full bloom",2
"L21","LKM","7/13/13","Phacelia hastata ssp. compacta","finishing bloom",1
"L21","LCP","7/17/13","Phacelia hastata ssp. compacta","finishing bloom",1
"L21","LCP","7/30/13","Phacelia hastata ssp. compacta","not blooming",0
"L21","LKM","6/12/14","Phacelia hastata ssp. compacta","not blooming",0
"L21","LCP/EK","6/22/14","Phacelia hastata ssp. compacta","full bloom",2
"L21","KD","7/3/14","Phacelia hastata ssp. compacta","finishing bloom",4
"L21","KC","7/13/14","Phacelia hastata ssp. compacta","finishing bloom",1
"L24","LKM","6/27/13","Phacelia hastata ssp. compacta","full bloom",3
"L24","SB","7/13/13","Phacelia hastata ssp. compacta","finishing bloom",2
"L24","LCP","7/18/13","Phacelia hastata ssp. compacta","finishing bloom",2
"L24","LCP","7/31/13","Phacelia hastata ssp. compacta","finishing bloom",2
"L24","LKM","6/13/14","Phacelia hastata ssp. compacta","not blooming",0
"L24","LCP/EK","6/23/14","Phacelia hastata ssp. compacta","full bloom",2
"L24","MV/KD","7/2/14","Phacelia hastata ssp. compacta","finishing bloom",3
"L24","LTC","7/13/14","Phacelia hastata ssp. compacta","finishing bloom",2
"L33","CRP","6/29/13","Phacelia hastata ssp. compacta","finishing bloom",2
"L33","GH","7/13/13","Phacelia hastata ssp. compacta","finishing bloom",1
"L33","LCP","7/19/13","Phacelia hastata ssp. compacta","not blooming",0
"L33","CRP","7/31/13","Phacelia hastata ssp. compacta","not blooming",0
"L33","AJR","6/13/14","Phacelia hastata ssp. compacta","not blooming",0
"L33","LTC","6/23/14","Phacelia hastata ssp. compacta","not blooming",0
"L33","KK","7/3/14","Phacelia hastata ssp. compacta","finishing bloom",2
"L33","KK","7/13/14","Phacelia hastata ssp. compacta","finishing bloom",1
"L35","LCP","6/27/13","Phacelia hastata ssp. compacta","full bloom",2
"L35","SH","7/13/13","Phacelia hastata ssp. compacta","finishing bloom",2
"L35","CRP","7/18/13","Phacelia hastata ssp. compacta","finishing bloom",2
"L35","LCP","7/29/13","Phacelia hastata ssp. compacta","not blooming",0
"L35","LTC","6/12/14","Phacelia hastata ssp. compacta","not blooming",0
"L35","KK","6/22/14","Phacelia hastata ssp. compacta","full bloom",2
"L35","MV","7/3/14","Phacelia hastata ssp. compacta","finishing bloom",1
"L35","LCP","7/13/14","Phacelia hastata ssp. compacta","finishing bloom",2
"N131","CK","6/30/13","Phacelia hastata ssp. compacta","full bloom",2
"N131","CRP","7/14/13","Phacelia hastata ssp. compacta","finishing bloom",2
"N131","LCP","7/20/13","Phacelia hastata ssp. compacta","not blooming",0
"N131","CRP","8/1/13","Phacelia hastata ssp. compacta","not blooming",0
"N131","LCP","6/14/14","Phacelia hastata ssp. compacta","beginning to bloom to bloom",1
"N131","KK","6/25/14","Phacelia hastata ssp. compacta","finishing bloom",2
"N131","MV/KD","7/4/14","Phacelia hastata ssp. compacta","finishing bloom",2
"N131","KK","7/14/14","Phacelia hastata ssp. compacta","finishing bloom",2
"N133","CRP","7/8/13","Phacelia hastata ssp. compacta","full bloom",3
"N133","GH","7/11/13","Phacelia hastata ssp. compacta","full bloom",3
"N133","LCP","7/23/13","Phacelia hastata ssp. compacta","finishing bloom",1
"N133","GH","7/25/13","Phacelia hastata ssp. compacta","not blooming",0
"N133","LCP/KAK","6/18/14","Phacelia hastata ssp. compacta","beginning to bloom to bloom",2
"N133","KK","7/7/14","Phacelia hastata ssp. compacta","finishing bloom",3
"N133","LCP","7/10/14","Phacelia hastata ssp. compacta","full bloom",2
"N133","LTC","7/18/14","Phacelia hastata ssp. compacta","not blooming",0
"N134","LCP","7/8/13","Phacelia hastata ssp. compacta","finishing bloom",3
"N134","CRP","7/11/13","Phacelia hastata ssp. compacta","finishing bloom",3
"N134","GH","7/22/13","Phacelia hastata ssp. compacta","finishing bloom",2
"N134","CRP","7/25/13","Phacelia hastata ssp. compacta","finishing bloom",2
"N134","JPS","6/17/14","Phacelia hastata ssp. compacta","full bloom",4
"N134","LCP","7/6/14","Phacelia hastata ssp. compacta","full bloom",3
"N134","KK","7/9/14","Phacelia hastata ssp. compacta","full bloom",5
"N134","LCP","7/17/14","Phacelia hastata ssp. compacta","finishing bloom",1
"N136","GH","7/9/13","Phacelia hastata ssp. compacta","finishing bloom",1
"N136","LCP","7/12/13","Phacelia hastata ssp. compacta","finishing bloom",1
"N136","CRP","7/24/13","Phacelia hastata ssp. compacta","finishing bloom",1
"N136","LCP","7/26/13","Phacelia hastata ssp. compacta","not blooming",0
"N136","LTC","6/17/14","Phacelia hastata ssp. compacta","not blooming",0
"N136","LCP","7/7/14","Phacelia hastata ssp. compacta","full bloom",1
"N136","KK","7/10/14","Phacelia hastata ssp. compacta","finishing bloom",2
"N136","LTC","7/17/14","Phacelia hastata ssp. compacta","not blooming",0
"N137","CRP","7/9/13","Phacelia hastata ssp. compacta","finishing bloom",4
"N137","GH","7/12/13","Phacelia hastata ssp. compacta","finishing bloom",4
"N137","LCP","7/24/13","Phacelia hastata ssp. compacta","finishing bloom",3
"N137","CRP","7/26/13","Phacelia hastata ssp. compacta","finishing bloom",3
"N137","LCP/KAK","6/19/14","Phacelia hastata ssp. compacta","full bloom",2
"N137","LTC","7/7/14","Phacelia hastata ssp. compacta","full bloom",3
"N137","LTC","7/10/14","Phacelia hastata ssp. compacta","finishing bloom",3
"N137","LTC","7/19/14","Phacelia hastata ssp. compacta","finishing bloom",3
"N139","JPS","6/18/14","Phacelia hastata ssp. compacta","full bloom",1
"N139","LTC","7/6/14","Phacelia hastata ssp. compacta","not blooming",0
"N139","LTC","7/9/14","Phacelia hastata ssp. compacta","not blooming",0
"N139","LCP","7/18/14","Phacelia hastata ssp. compacta","not blooming",0
"P24","CC","6/27/13","Phacelia hastata ssp. compacta","full bloom",2
"P24","CRP","7/13/13","Phacelia hastata ssp. compacta","finishing bloom",2
"P24","CRP","7/19/13","Phacelia hastata ssp. compacta","finishing bloom",2
"P24","GH","7/29/13","Phacelia hastata ssp. compacta","not blooming",0
"P24","JPS","6/12/14","Phacelia hastata ssp. compacta","full bloom",2
"P24","KK","6/23/14","Phacelia hastata ssp. compacta","beginning to bloom to bloom",2
"P24","KK","7/2/14","Phacelia hastata ssp. compacta","finishing bloom",2
"P24","MRM","7/13/14","Phacelia hastata ssp. compacta","not blooming",0
"P33","CRP","6/27/13","Phacelia hastata ssp. compacta","full bloom",2
"P33","RW","7/13/13","Phacelia hastata ssp. compacta","finishing bloom",2
"P33","GH","7/18/13","Phacelia hastata ssp. compacta","finishing bloom",2
"P33","CRP","7/29/13","Phacelia hastata ssp. compacta","finishing bloom",2
"P33","AJR","6/12/14","Phacelia hastata ssp. compacta","beginning to bloom to bloom",2
"P33","LTC","6/22/14","Phacelia hastata ssp. compacta","not blooming",0
"P33","LCP","7/2/14","Phacelia hastata ssp. compacta","full bloom",2
"P33","LMH","7/13/14","Phacelia hastata ssp. compacta","full bloom",3
"P37","CRP","6/28/13","Phacelia hastata ssp. compacta","full bloom",2
"P37","LCP","7/13/13","Phacelia hastata ssp. compacta","finishing bloom",1
"P37","GH","7/19/13","Phacelia hastata ssp. compacta","not blooming",0
"P37","GH","7/30/13","Phacelia hastata ssp. compacta","not blooming",0
"P37","JPS/LTC","6/13/14","Phacelia hastata ssp. compacta","not blooming",0
"P37","KK","6/24/14","Phacelia hastata ssp. compacta","not blooming",0
"P37","LCP","7/1/14","Phacelia hastata ssp. compacta","not blooming",0
"P37","LKM","7/13/14","Phacelia hastata ssp. compacta","not blooming",0
"W04","CRP","6/30/13","Phacelia hastata ssp. compacta","full bloom",2
"W04","LCP","7/14/13","Phacelia hastata ssp. compacta","full bloom",2
"W04","GH","7/20/13","Phacelia hastata ssp. compacta","finishing bloom",2
"W04","GH","8/1/13","Phacelia hastata ssp. compacta","finishing bloom",2
"W04","JPS/LTC","6/14/14","Phacelia hastata ssp. compacta","full bloom",4
"W04","LCP","6/25/14","Phacelia hastata ssp. compacta","not blooming",0
"W04","LCP","7/4/14","Phacelia hastata ssp. compacta","full bloom",1
"W04","LTC","7/14/14","Phacelia hastata ssp. compacta","not blooming",0
"P37","JPS/LTC","6/13/14","Phlox condensata","finishing bloom",2
"P37","KK","6/24/14","Phlox condensata","not blooming",0
"P37","LCP","7/1/14","Phlox condensata","not blooming",0
"P37","LKM","7/13/14","Phlox condensata","not blooming",0
"N136","GH","7/9/13","Polygonum bistortoides","full bloom",3
"N136","LCP","7/12/13","Polygonum bistortoides","full bloom",3
"N136","CRP","7/24/13","Polygonum bistortoides","finishing bloom",2
"N136","LCP","7/26/13","Polygonum bistortoides","finishing bloom",2
"N136","LTC","6/17/14","Polygonum bistortoides","full bloom",3
"N136","LCP","7/7/14","Polygonum bistortoides","full bloom",3
"N136","KK","7/10/14","Polygonum bistortoides","full bloom",2
"N136","LTC","7/17/14","Polygonum bistortoides","full bloom",2
"L24","LKM","6/27/13","Potentilla drummondii ssp. brewerii","full bloom",3
"L24","SB","7/13/13","Potentilla drummondii ssp. brewerii","full bloom",3
"L24","LCP","7/18/13","Potentilla drummondii ssp. brewerii","finishing bloom",2
"L24","LCP","7/31/13","Potentilla drummondii ssp. brewerii","finishing bloom",2
"L24","LKM","6/13/14","Potentilla drummondii ssp. brewerii","not blooming",0
"L24","LCP/EK","6/23/14","Potentilla drummondii ssp. brewerii","not blooming",0
"L24","MV/KD","7/2/14","Potentilla drummondii ssp. brewerii","not blooming",0
"L24","LTC","7/13/14","Potentilla drummondii ssp. brewerii","not blooming",0
"L24","LKM","6/27/13","Potentilla glandulosa","full bloom",1
"L24","SB","7/13/13","Potentilla glandulosa","full bloom",1
"L24","LCP","7/18/13","Potentilla glandulosa","finishing bloom",1
"L24","LCP","7/31/13","Potentilla glandulosa","finishing bloom",1
"L24","LKM","6/13/14","Potentilla glandulosa","full bloom",4
"L24","LCP/EK","6/23/14","Potentilla glandulosa","full bloom",2
"L24","MV/KD","7/2/14","Potentilla glandulosa","full bloom",2
"L24","LTC","7/13/14","Potentilla glandulosa","full bloom",1
"P37","CRP","6/28/13","Potentilla glandulosa","full bloom",2
"P37","LCP","7/13/13","Potentilla glandulosa","finishing bloom",1
"P37","GH","7/19/13","Potentilla glandulosa","not blooming",0
"P37","GH","7/30/13","Potentilla glandulosa","not blooming",0
"P37","JPS/LTC","6/13/14","Potentilla glandulosa","full bloom",3
"P37","KK","6/24/14","Potentilla glandulosa","not blooming",0
"P37","LCP","7/1/14","Potentilla glandulosa","finishing bloom",2
"P37","LKM","7/13/14","Potentilla glandulosa","not blooming",0
"L21","LKM","6/12/14","Potentilla gracilis","not blooming",0
"L21","LCP/EK","6/22/14","Potentilla gracilis","not blooming",0
"L21","KD","7/3/14","Potentilla gracilis","full bloom",1
"L21","KC","7/13/14","Potentilla gracilis","full bloom",1
"L24","LKM","6/13/14","Potentilla gracilis","full bloom",4
"L24","LCP/EK","6/23/14","Potentilla gracilis","full bloom",3
"L24","MV/KD","7/2/14","Potentilla gracilis","full bloom",3
"L24","LTC","7/13/14","Potentilla gracilis","full bloom",3
"N136","LTC","6/17/14","Potentilla sp.","full bloom",2
"N136","LCP","7/7/14","Potentilla sp.","not blooming",0
"N136","KK","7/10/14","Potentilla sp.","not blooming",0
"N136","LTC","7/17/14","Potentilla sp.","not blooming",0
"L24","LKM","6/27/13","Pseudognaphalium spp.","not blooming",0
"L24","SB","7/13/13","Pseudognaphalium spp.","full bloom",2
"L24","LCP","7/18/13","Pseudognaphalium spp.","full bloom",2
"L24","LCP","7/31/13","Pseudognaphalium spp.","full bloom",2
"L24","LKM","6/13/14","Pseudognaphalium spp.","not blooming",0
"L24","LCP/EK","6/23/14","Pseudognaphalium spp.","not blooming",0
"L24","MV/KD","7/2/14","Pseudognaphalium spp.","not blooming",0
"L24","LTC","7/13/14","Pseudognaphalium spp.","full bloom",1
"N133","CRP","7/8/13","Pseudognaphalium spp.","not blooming",0
"N133","GH","7/11/13","Pseudognaphalium spp.","beginning to bloom",2
"N133","LCP","7/23/13","Pseudognaphalium spp.","beginning to bloom",2
"N133","GH","7/25/13","Pseudognaphalium spp.","beginning to bloom",2
"N133","LCP/KAK","6/18/14","Pseudognaphalium spp.","not blooming",0
"N133","KK","7/7/14","Pseudognaphalium spp.","not blooming",0
"N133","LCP","7/10/14","Pseudognaphalium spp.","not blooming",0
"N133","LTC","7/18/14","Pseudognaphalium spp.","not blooming",0
"N134","LCP","7/8/13","Pseudognaphalium spp.","beginning to bloom",2
"N134","CRP","7/11/13","Pseudognaphalium spp.","full bloom",2
"N134","GH","7/22/13","Pseudognaphalium spp.","full bloom",2
"N134","CRP","7/25/13","Pseudognaphalium spp.","full bloom",2
"N134","JPS","6/17/14","Pseudognaphalium spp.","not blooming",4
"N134","LCP","7/6/14","Pseudognaphalium spp.","full bloom",2
"N134","KK","7/9/14","Pseudognaphalium spp.","full bloom",2
"N134","LCP","7/17/14","Pseudognaphalium spp.","full bloom",2
"L21","LCP","6/26/13","Raillardella scaposa","full bloom",2
"L21","LKM","7/13/13","Raillardella scaposa","full bloom",2
"L21","LCP","7/17/13","Raillardella scaposa","full bloom",2
"L21","LCP","7/30/13","Raillardella scaposa","finishing bloom",2
"L21","LKM","6/12/14","Raillardella scaposa","finishing bloom",3
"L21","LCP/EK","6/22/14","Raillardella scaposa","full bloom",2
"L21","KD","7/3/14","Raillardella scaposa","full bloom",2
"L21","KC","7/13/14","Raillardella scaposa","full bloom",2
"L35","LTC","6/12/14","Ribes cereum var. cereum","full bloom",2
"L35","KK","6/22/14","Ribes cereum var. cereum","not blooming",0
"L35","MV","7/3/14","Ribes cereum var. cereum","not blooming",0
"L35","LCP","7/13/14","Ribes cereum var. cereum","not blooming",0
"P310","LCP","6/12/14","Ribes cereum var. cereum","finishing bloom",2
"P310","LCP","6/24/14","Ribes cereum var. cereum","not blooming",0
"P310","KK","7/1/14","Ribes cereum var. cereum","not blooming",0
"P310","CV","7/13/14","Ribes cereum var. cereum","not blooming",0
"P33","AJR","6/12/14","Ribes cereum var. cereum","finishing bloom",2
"P33","LTC","6/22/14","Ribes cereum var. cereum","not blooming",0
"P33","LCP","7/2/14","Ribes cereum var. cereum","not blooming",0
"P33","LMH","7/13/14","Ribes cereum var. cereum","not blooming",0
"L21","LKM","6/12/14","Senecio aronicoides","full bloom",2
"L21","LCP/EK","6/22/14","Senecio aronicoides","finishing bloom",1
"L21","KD","7/3/14","Senecio aronicoides","not blooming",0
"L21","KC","7/13/14","Senecio aronicoides","not blooming",0
"L33","AJR","6/13/14","Senecio aronicoides","not blooming",0
"L33","LTC","6/23/14","Senecio aronicoides","full bloom",2
"L33","KK","7/3/14","Senecio aronicoides","not blooming",0
"L33","KK","7/13/14","Senecio aronicoides","not blooming",0
"N131","LCP","6/14/14","Senecio aronicoides","full bloom",3
"N131","KK","6/25/14","Senecio aronicoides","full bloom",3
"N131","MV/KD","7/4/14","Senecio aronicoides","not blooming",0
"N131","KK","7/14/14","Senecio aronicoides","not blooming",0
"N133","LCP/KAK","6/18/14","Senecio aronicoides","not blooming",0
"N133","KK","7/7/14","Senecio aronicoides","finishing bloom",1
"N133","LCP","7/10/14","Senecio aronicoides","not blooming",0
"N133","LTC","7/18/14","Senecio aronicoides","not blooming",0
"N134","JPS","6/17/14","Senecio aronicoides","full bloom",3
"N134","LCP","7/6/14","Senecio aronicoides","not blooming",0
"N134","KK","7/9/14","Senecio aronicoides","not blooming",0
"N134","LCP","7/17/14","Senecio aronicoides","not blooming",0
"N139","JPS","6/18/14","Senecio aronicoides","full bloom",3
"N139","LTC","7/6/14","Senecio aronicoides","not blooming",0
"N139","LTC","7/9/14","Senecio aronicoides","not blooming",0
"N139","LCP","7/18/14","Senecio aronicoides","not blooming",0
"P310","LCP","6/12/14","Senecio aronicoides","full bloom",2
"P310","LCP","6/24/14","Senecio aronicoides","finishing bloom",2
"P310","KK","7/1/14","Senecio aronicoides","not blooming",0
"P310","CV","7/13/14","Senecio aronicoides","not blooming",0
"P33","AJR","6/12/14","Senecio aronicoides","not blooming",0
"P33","LTC","6/22/14","Senecio aronicoides","not blooming",0
"P33","LCP","7/2/14","Senecio aronicoides","finishing bloom",1
"P33","LMH","7/13/14","Senecio aronicoides","not blooming",0
"P37","JPS/LTC","6/13/14","Senecio aronicoides","not blooming",0
"P37","KK","6/24/14","Senecio aronicoides","not blooming",0
"P37","LCP","7/1/14","Senecio aronicoides","finishing bloom",1
"P37","LKM","7/13/14","Senecio aronicoides","not blooming",0
"P43","LCP","6/13/14","Senecio aronicoides","full bloom",2
