"EMEC","UniqueID","TempID","Order","Family","Genus","SubGenus","Species","SubSpecies","GeneralID","Sex","NetPan","Site","Year","Collector","SampleRound","Date","PanColor","PanID","NetNumber","FinalPlantSp","DateDetermined","Determiner","Author"
1040318,"YOSE-7420_EMEC_7302",7302,"Hymenoptera","Megachilidae","Osmia","Melanosmia","proxima","aff.","Bee","f","net","P37",2014,"LTC",1,"6/13/14","","",1,"Horkelia fusca","2013-2015","T. Griswold",""
1040319,"YOSE-7420_EMEC_7303",7303,"Hymenoptera","Andrenidae","Calliopsis","Nomadopsis","edwardsii","","Bee","m","net","P37",2014,"LTC",1,"6/13/14","","",1,"Horkelia fusca","2013-2015","R.W. Thorp","Cresson"
1040320,"YOSE-7420_EMEC_7304",7304,"Diptera","Bombyliidae","Bombylius","","sp.","a","Fly","","net","P37",2014,"LTC",1,"6/13/14","","",1,"Horkelia fusca","2015","M. Hauser",""
1040321,"YOSE-7420_EMEC_7305",7305,"Diptera","Bombyliidae","Anthrax","","sp","c","Fly","","net","P37",2014,"LTC",1,"6/13/14","","",1,"Horkelia fusca","2015","M. Hauser",""
1040322,"YOSE-7420_EMEC_7306",7306,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","net","P37",2014,"LTC",1,"6/13/14","","",1,"Horkelia fusca","2015","L. Ponisio","Linsley & MacSwain"
1040333,"YOSE-7420_EMEC_7317",7317,"Hymenoptera","Megachilidae","Anthidium","Anthidium","mormonum","","Bee","f","net","P37",2014,"JPS",1,"6/13/14","","",1,"Horkelia fusca","2013-2015","T. Griswold","Cresson"
1040334,"YOSE-7420_EMEC_7318",7318,"Hymenoptera","Colletidae","Hylaeus","Cephalylaeus","basalis","","Bee","m","net","P37",2014,"JPS",1,"6/13/14","","",1,"Horkelia fusca","2013-2015","L. Ponisio","Smith"
1040348,"YOSE-7420_EMEC_7332",7332,"Diptera","Bombyliidae","Bombylius","","sp.","a","Fly","","net","N131",2014,"LCP",1,"6/14/14","","",1,"Ceanothus cordulatus","2015","M. Hauser",""
1040349,"YOSE-7420_EMEC_7333",7333,"Hymenoptera","Andrenidae","Andrena","Andrena","ceanothifloris","cretata","Bee","f","net","N131",2014,"LCP",1,"6/14/14","","",1,"Ceanothus cordulatus","2013-2015","R.W. Thorp","LaBerge"
1040350,"YOSE-7420_EMEC_7334",7334,"Hymenoptera","Andrenidae","Andrena","Andrena","edwardsi","","Bee","f","net","N131",2014,"LCP",1,"6/14/14","","",1,"Ceanothus cordulatus","2013-2015","R.W. Thorp","Viereck"
1040351,"YOSE-7420_EMEC_7335",7335,"Diptera","Bombyliidae","Conophorus","","sp","a","Fly","","net","N131",2014,"LCP",1,"6/14/14","","",1,"Ceanothus cordulatus","2015","M. Hauser",""
1040352,"YOSE-7420_EMEC_7336",7336,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","N131",2014,"LCP",1,"6/14/14","","",1,"Senecio aronicoides","2013-2015","R.W. Thorp","Linnaeus"
1040365,"YOSE-7420_EMEC_7349",7349,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","Bee","f","net","W04",2014,"LTC",1,"6/14/14","","",1,"Ceanothus cordulatus","2013-2015","Jason Gibbs",""
1040366,"YOSE-7420_EMEC_7350",7350,NA,NA,NA,NA,NA,NA,NA,NA,"net","W04",2014,"LTC",1,"6/14/14","","",1,"Ceanothus cordulatus",NA,NA,NA
1040368,"YOSE-7420_EMEC_7352",7352,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","net","L24",2014,"LKM",1,"6/13/14","","",1,"Achillea millefolium","2015","L. Ponisio","Linsley & MacSwain"
1040369,"YOSE-7420_EMEC_7353",7353,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","net","L24",2014,"LKM",1,"6/13/14","","",1,"Achillea millefolium","2015","L. Ponisio","Linsley & MacSwain"
1040370,"YOSE-7420_EMEC_7354",7354,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","net","L24",2014,"LKM",1,"6/13/14","","",1,"Achillea millefolium","2015","L. Ponisio","Linsley & MacSwain"
1040371,"YOSE-7420_EMEC_7355",7355,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","net","P37",2014,"LTC",1,"6/13/14","","",1,"Potentilla gracilis","2015","L. Ponisio","Linsley & MacSwain"
1040372,"YOSE-7420_EMEC_7356",7356,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","net","P37",2014,"LTC",1,"6/13/14","","",1,"Potentilla gracilis","2015","L. Ponisio","Linsley & MacSwain"
1040373,"YOSE-7420_EMEC_7357",7357,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","net","P37",2014,"LTC",1,"6/13/14","","",1,"Potentilla gracilis","2015","L. Ponisio","Linsley & MacSwain"
1040374,"YOSE-7420_EMEC_7358",7358,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","N132",2014,"AJR",1,"6/14/14","","",1,"Lupinus breweri var. breweri","2013-2015","R.W. Thorp","Linnaeus"
1040391,"YOSE-7420_EMEC_7375",7375,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","queen","net","N134",2014,"JPS",1,"6/17/14","","",1,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Radoszkowski"
1040392,"YOSE-7420_EMEC_7376",7376,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","f","net","N134",2014,"JPS",1,"6/17/14","","",1,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Radoszkowski"
1040396,"YOSE-7420_EMEC_7380",7380,NA,NA,NA,NA,NA,NA,NA,NA,"net","N136",2014,"LTC",1,"6/17/14","","",1,"Polygonum bistortoides",NA,NA,NA
1040397,"YOSE-7420_EMEC_7381",7381,"Coleoptera",NA,"Cosmosalia","","chrysocoma","","Beetle","","net","N136",2014,"LTC",1,"6/17/14","","",1,"Polygonum bistortoides","2015","L. Ponisio","Kirby"
1040398,"YOSE-7420_EMEC_7382",7382,"Coleoptera",NA,"Pachyta","","lamed","","Beetle","","net","N136",2014,"LTC",1,"6/17/14","","",1,"Polygonum bistortoides","2015","L. Ponisio","Linnaeus"
1040407,"YOSE-7420_EMEC_7391",7391,NA,NA,NA,NA,NA,NA,NA,NA,"net","N136",2014,"LTC",1,"6/17/14","","",1,"Geranium richardsonii",NA,NA,NA
1040408,"YOSE-7420_EMEC_7392",7392,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","net","N136",2014,"LTC",1,"6/17/14","","",1,"Geranium richardsonii","2015","L. Ponisio","Linsley & MacSwain"
1040409,"YOSE-7420_EMEC_7393",7393,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","net","N136",2014,"LTC",1,"6/17/14","","",1,"Geranium richardsonii","2015","L. Ponisio","Linsley & MacSwain"
1040410,"YOSE-7420_EMEC_7394",7394,NA,NA,NA,NA,NA,NA,NA,NA,"net","N136",2014,"LTC",1,"6/17/14","","",1,"Geranium richardsonii",NA,NA,NA
1040411,"YOSE-7420_EMEC_7395",7395,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","f","net","N133",2014,"LCP",1,"6/18/14","","",1,"Ceanothus cordulatus","2013-2015","R.W. Thorp","Radoszkowski"
1040412,"YOSE-7420_EMEC_7396",7396,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","N133",2014,"LCP",1,"6/18/14","","",1,"Ceanothus cordulatus","2013-2015","R.W. Thorp","Linnaeus"
1040414,"YOSE-7420_EMEC_7398",7398,"Hymenoptera","Vespidae","Pseudomasaris","","zonalis","","Wasp","m","net","N133",2014,"LCP",1,"6/18/14","","",1,"Phacelia hastata ssp. compacta","2015","L.Ponisio","Cresson"
1040416,"YOSE-7420_EMEC_7400",7400,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","queen","net","N135",2014,"LTC",1,"6/18/14","","",1,"Penstemon newberryi var.newberryi","2013-2015","R.W. Thorp","Radoszkowski"
1040417,"YOSE-7420_EMEC_7401",7401,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","N135",2014,"LTC",1,"6/18/14","","",1,"Penstemon newberryi var.newberryi","2013-2015","R.W. Thorp","Linnaeus"
1040418,"YOSE-7420_EMEC_7402",7402,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","N135",2014,"LTC",1,"6/18/14","","",1,"Penstemon newberryi var.newberryi","2013-2015","R.W. Thorp","Linnaeus"
1040419,"YOSE-7420_EMEC_7403",7403,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","N135",2014,"LTC",1,"6/18/14","","",1,"Penstemon newberryi var.newberryi","2013-2015","R.W. Thorp","Linnaeus"
1040420,"YOSE-7420_EMEC_7404",7404,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","N135",2014,"LTC",1,"6/18/14","","",1,"Penstemon newberryi var.newberryi","2013-2015","R.W. Thorp","Linnaeus"
1040430,"YOSE-7420_EMEC_7414",7414,"Hymenoptera","Megachilidae","Osmia","Cephalosmia","montana","quadriceps","Bee","f","net","N135",2014,"LTC",1,"6/18/14","","",1,"Senecio aronicoides","2013-2015","T. Griswold","Cresson"
1040431,"YOSE-7420_EMEC_7415",7415,"Hymenoptera","Megachilidae","Osmia","Cephalosmia","montana","quadriceps","Bee","f","net","N135",2014,"LTC",1,"6/18/14","","",1,"Senecio aronicoides","2013-2015","T. Griswold","Cresson"
1040432,"YOSE-7420_EMEC_7416",7416,"Hymenoptera","Halictidae","Lasioglossum","Lasioglossum","mellipes","","Bee","f","net","N135",2014,"LTC",1,"6/18/14","","",1,"Senecio aronicoides","2013-2015","R.W. Thorp","Crawford"
1040433,"YOSE-7420_EMEC_7417",7417,"Hymenoptera","Megachilidae","Hoplitis","Monumetha","fulgida","platyura","Bee","f","net","N135",2014,"LTC",1,"6/18/14","","",1,"Senecio aronicoides","2013-2015","T. Griswold","Cockerell"
1040434,"YOSE-7420_EMEC_7418",7418,"Hymenoptera","Megachilidae","Stelis","Stelis","montana","","Bee","m","net","N135",2014,"LTC",1,"6/18/14","","",1,"Senecio aronicoides","2013-2015","T. Griswold","Cresson"
1040437,"YOSE-7420_EMEC_7421",7421,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","net","N133",2014,"LCP",1,"6/18/14","","",1,"Apocynum androsaemifolium","2015","L. Ponisio","Linsley & MacSwain"
1040438,"YOSE-7420_EMEC_7422",7422,"Hymenoptera","Megachilidae","Osmia","Cephalosmia","montana","quadriceps","Bee","f","net","N133",2014,"LCP",1,"6/18/14","","",1,"Senecio aronicoides","2013-2015","T. Griswold","Cresson"
1040439,"YOSE-7420_EMEC_7423",7423,"Hymenoptera","Halictidae","Lasioglossum","Lasioglossum","anhypops","","Bee","f","net","N133",2014,"LCP",1,"6/18/14","","",1,"Senecio aronicoides","2013-2015","R.W. Thorp","McGinley"
1040451,"YOSE-7420_EMEC_7435",7435,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","N137",2014,"LCP",1,"6/19/14","","",1,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Linnaeus"
1040452,"YOSE-7420_EMEC_7436",7436,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","f","net","N137",2014,"LCP",1,"6/19/14","","",1,"Calyptridium umbellatum","2013-2015","R.W. Thorp","Radoszkowski"
1040453,"YOSE-7420_EMEC_7437",7437,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","f","net","N137",2014,"LCP",1,"6/19/14","","",1,"Ribes cereum var. cereum","2013-2015","R.W. Thorp","Radoszkowski"
1040454,"YOSE-7420_EMEC_7438",7438,"Diptera","Bombyliidae","Bombylius","","sp.","a","Fly","","net","N137",2014,"LCP",1,"6/19/14","","",1,"Ribes cereum var. cereum","2015","M. Hauser",""
1040455,"YOSE-7420_EMEC_7439",7439,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","cyaneonotum","","Bee","f","net","N137",2014,"LCP",1,"6/19/14","","",1,"Cymopterus terebinthinus","2013-2015","Jason Gibbs",""
1041298,"YOSE-7420_EMEC_8682",8682,"Lepidoptera","","Boloria","","epithore","","Lep","","net","N136",2014,"LTC",1,"6/17/14","","",1,"Geranium richardsonii","2015","L.Ponisio","Edwards"
1041475,"YOSE-7420_EMEC_8859",8859,"Lepidoptera","","Euphilotes","","enoptes","","Lep","f","net","L24",2014,"LKM",1,"6/13/14","","",1,"Potentilla gracilis","2015","L.Ponisio","Boisduval"
1041476,"YOSE-7420_EMEC_8860",8860,"Lepidoptera","","Boloria","","epithore","","Lep","","net","P33",2014,"AJR",1,"6/12/14","","",1,"Ceanothus cordulatus","2015","L.Ponisio","Edwards"
1041477,"YOSE-7420_EMEC_8861",8861,"Lepidoptera","","Hesperia","","juba","","Lep","m","net","P33",2014,"AJR",1,"6/12/14","","",1,"Ceanothus cordulatus","2015","L.Ponisio","Scudder"
1041480,"YOSE-7420_EMEC_8864",8864,"Lepidoptera","","Celastrina","","ladon","","Lep","","net","N131",2014,"LCP",1,"6/14/14","","",1,"Ceanothus cordulatus","2015","L.Ponisio","Cramer"
1041481,"YOSE-7420_EMEC_8865",8865,"Lepidoptera","","Plebejus","","icarioides","","Lep","","net","P37",2014,"LTC",1,"6/13/14","","",1,"Potentilla gracilis","2015","L.Ponisio","Boisduval"
1041631,"YOSE-7420_EMEC_9015",9015,"Lepidoptera","","Thorybes","","sp.","","Lep","","net","L21",2014,"LKM",1,"6/12/14","","",1,"Wyethia mollis","2015","L.Ponisio","Scudder"
1041632,"YOSE-7420_EMEC_9016",9016,"Lepidoptera","","Thorybes","","sp.","","Lep","","net","L21",2014,"LKM",1,"6/12/14","","",1,"Wyethia mollis","2015","L.Ponisio","Scudder"
1041633,"YOSE-7420_EMEC_9017",9017,"Lepidoptera","","Thorybes","","sp.","","Lep","","net","L21",2014,"LKM",1,"6/12/14","","",1,"Wyethia mollis","2015","L.Ponisio","Scudder"
1041634,"YOSE-7420_EMEC_9018",9018,"Lepidoptera","","Thorybes","","sp.","","Lep","","net","L21",2014,"LKM",1,"6/12/14","","",1,"Wyethia mollis","2015","L.Ponisio","Scudder"
1041635,"YOSE-7420_EMEC_9019",9019,"Lepidoptera","","Plebejus","","icarioides","","Lep","","net","L21",2014,"LKM",1,"6/12/14","","",1,"Ceanothus cordulatus","2015","L.Ponisio","Boisduval"
1041636,"YOSE-7420_EMEC_9020",9020,"Lepidoptera","","Plebejus","","icarioides","","Lep","","net","L21",2014,"LKM",1,"6/12/14","","",1,"Ceanothus cordulatus","2015","L.Ponisio","Boisduval"
1041637,"YOSE-7420_EMEC_9021",9021,"Lepidoptera","","Pyrgus","","comunis","","Lep","","net","L21",2014,"LKM",1,"6/12/14","","",1,"Ceanothus cordulatus","2015","L.Ponisio","Grote"
1041639,"YOSE-7420_EMEC_9023",9023,NA,NA,NA,NA,NA,NA,NA,NA,"net","L24",2014,"LKM",1,"6/13/14","","",1,"Senecio aronicoides",NA,NA,NA
1041640,"YOSE-7420_EMEC_9024",9024,"Lepidoptera","","Plebejus","","saepiolus","","Lep","m","net","L24",2014,"LKM",1,"6/13/14","","",1,"Senecio aronicoides","2015","L.Ponisio","Boisduval"
1041642,"YOSE-7420_EMEC_9026",9026,"Lepidoptera","","Plebejus","","icarioides","","Lep","","net","L21",2014,"LKM",1,"6/12/14","","",1,"Monardella odoratissima ssp. pallida","2015","L.Ponisio","Boisduval"
1040000,"YOSE-7420_EMEC_6984",6984,"Hymenoptera","Megachilidae","Megachile","Sayapis","pugnata","pomona","Bee","f","net","L21",2014,"LKM",1,"6/12/14","","",1,"Wyethia mollis","2013-2015","T. Griswold","Cockerell"
1040001,"YOSE-7420_EMEC_6985",6985,"Hymenoptera","Megachilidae","Megachile","Sayapis","pugnata","pomona","Bee","f","net","L21",2014,"LKM",1,"6/12/14","","",1,"Wyethia mollis","2013-2015","T. Griswold","Cockerell"
NA,"YOSE-7420_EMEC_1",1,"Diptera","Syrphinae","Eupeodes","Metasyrphus","snowi","","Fly","f","net","L24",2013,"LKM",1,"6/27/13","","",1,"Gayophytum diffusum","2015","M. Hauser","Wehr"
NA,"YOSE-7420_EMEC_2",2,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","net","L24",2013,"LKM",1,"6/27/13","","",1,"Achillea millefolium","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_3",3,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","net","L24",2013,"LKM",1,"6/27/13","","",1,"Achillea millefolium","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_4",4,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","net","L24",2013,"LKM",1,"6/27/13","","",1,"Achillea millefolium","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_5",5,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","net","L24",2013,"LKM",1,"6/27/13","","",1,"Achillea millefolium","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_6",6,"Diptera","Syrphinae","Eupeodes","Metasyrphus","snowi","","Fly","m","net","L24",2013,"LKM",1,"6/27/13","","",1,"Achillea millefolium","2015","M. Hauser","Wehr"
NA,"YOSE-7420_EMEC_7",7,"Coleoptera",NA,"Judolia","","instabilis","","Beetle","","net","L24",2013,"LKM",1,"6/27/13","","",1,"Achillea millefolium","2015","L. Ponisio","Haldeman"
NA,"YOSE-7420_EMEC_8",8,NA,NA,NA,NA,NA,NA,NA,NA,"net","L24",2013,"LKM",1,"6/27/13","","",1,"Achillea millefolium",NA,NA,NA
NA,"YOSE-7420_EMEC_9",9,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","net","L24",2013,"LKM",1,"6/27/13","","",1,"Achillea millefolium","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_10",10,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","f","net","L24",2013,"LKM",1,"6/27/13","","",1,"Potentilla drummondii ssp. brewerii","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_11",11,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","f","net","L24",2013,"LKM",1,"6/27/13","","",1,"Potentilla drummondii ssp. brewerii","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_12",12,"Hymenoptera","Apidae","Bombus","Bombus","vandykei","","Bee","f","net","L24",2013,"LKM",1,"6/27/13","","",1,"Potentilla drummondii ssp. brewerii","2013-2015","R.W. Thorp","Frison"
NA,"YOSE-7420_EMEC_13",13,"Hymenoptera","Megachilidae","Hoplitis","Monumetha","albifrons","maura","Bee","f","net","L24",2013,"LKM",1,"6/27/13","","",1,"Potentilla drummondii ssp. brewerii","2013-2015","T. Griswold","Cresson"
NA,"YOSE-7420_EMEC_14",14,"Hymenoptera","Halictidae","Lasioglossum","Dialictus","sp.","kn","Bee","f","net","L24",2013,"LKM",1,"6/27/13","","",1,"Potentilla drummondii ssp. brewerii","2013-2015","",""
NA,"YOSE-7420_EMEC_15",15,"Hymenoptera","Megachilidae","Chelostoma","Chelostoma","minutum","","Bee","m","net","L24",2013,"LKM",1,"6/27/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Crawford"
NA,"YOSE-7420_EMEC_16",16,"Hymenoptera","Megachilidae","Chelostoma","Chelostoma","minutum","","Bee","f","net","L24",2013,"LKM",1,"6/27/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Crawford"
NA,"YOSE-7420_EMEC_17",17,NA,NA,NA,NA,NA,NA,NA,NA,"net","L24",2013,"LKM",1,"6/27/13","","",1,"Potentilla glandulosa",NA,NA,NA
NA,"YOSE-7420_EMEC_18",18,NA,NA,NA,NA,NA,NA,NA,NA,"net","L24",2013,"LKM",1,"6/27/13","","",1,"Potentilla glandulosa",NA,NA,NA
NA,"YOSE-7420_EMEC_19",19,"Hymenoptera","Colletidae","Hylaeus","","spp.","small","Bee","m","net","L24",2013,"LKM",1,"6/27/13","","",1,"Potentilla glandulosa","2013-2015","L. Ponisio",""
NA,"YOSE-7420_EMEC_20",20,NA,NA,NA,NA,NA,NA,NA,NA,"net","L24",2013,"LKM",1,"6/27/13","","",1,"Potentilla glandulosa",NA,NA,NA
NA,"YOSE-7420_EMEC_51",51,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","net","P33",2013,"CRP",1,"6/27/13","","",1,"Eriogonum nudum var. nudum","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_52",52,NA,NA,NA,NA,NA,NA,NA,NA,"net","P33",2013,"CRP",1,"6/27/13","","",1,"Eriogonum nudum var. nudum",NA,NA,NA
NA,"YOSE-7420_EMEC_53",53,"Diptera","Bombyliidae","Bombylius","","sp.","a","Fly","","net","P33",2013,"CRP",1,"6/27/13","","",1,"Erigeron brewerii var. brewerii","2015","M. Hauser",""
NA,"YOSE-7420_EMEC_54",54,"Hymenoptera","Megachilidae","Ashmeadiella","Ashmeadiella","bucconis","","Bee","m","net","P33",2013,"CRP",1,"6/27/13","","",1,"Erigeron brewerii var. brewerii","2013-2015","T. Griswold","Say"
NA,"YOSE-7420_EMEC_82",82,"Hymenoptera","Andrenidae","Andrena","Trachandrena","cleodora","","Bee","f","net","P33",2013,"CRP",1,"6/27/13","","",1,"Ceanothus cordulatus","2013-2015","R.W. Thorp","Viereck"
NA,"YOSE-7420_EMEC_83",83,"Hymenoptera","Andrenidae","Andrena","Trachandrena","cleodora","","Bee","f","net","P33",2013,"CRP",1,"6/27/13","","",1,"Ceanothus cordulatus","2013-2015","R.W. Thorp","Viereck"
NA,"YOSE-7420_EMEC_84",84,"Hymenoptera","Andrenidae","Andrena","Trachandrena","cleodora","","Bee","f","net","P33",2013,"CRP",1,"6/27/13","","",1,"Ceanothus cordulatus","2013-2015","R.W. Thorp","Viereck"
NA,"YOSE-7420_EMEC_85",85,"Hymenoptera","Andrenidae","Andrena","Trachandrena","cleodora","","Bee","f","net","P33",2013,"CRP",1,"6/27/13","","",1,"Ceanothus cordulatus","2013-2015","R.W. Thorp","Viereck"
NA,"YOSE-7420_EMEC_86",86,"Hymenoptera","Andrenidae","Andrena","Trachandrena","cleodora","","Bee","f","net","P33",2013,"CRP",1,"6/27/13","","",1,"Ceanothus cordulatus","2013-2015","R.W. Thorp","Viereck"
NA,"YOSE-7420_EMEC_87",87,"Hymenoptera","Apidae","Apis","Apis","mellifera","","Bee","f","net","P33",2013,"CRP",1,"6/27/13","","",1,"Ceanothus cordulatus","2013-2015","R.W. Thorp","Linnaeus"
NA,"YOSE-7420_EMEC_88",88,"Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","Bee","f","net","P33",2013,"CRP",1,"6/27/13","","",1,"Ceanothus cordulatus","2013-2015","R.W. Thorp","Radoszkowski"
NA,"YOSE-7420_EMEC_89",89,"Diptera","Bombyliidae","Anthrax","","sp","b","Fly","","net","P33",2013,"CRP",1,"6/27/13","","",1,"Ceanothus cordulatus","2015","M. Hauser",""
NA,"YOSE-7420_EMEC_90",90,NA,NA,NA,NA,NA,NA,NA,NA,"net","P33",2013,"CRP",1,"6/27/13","","",1,"Ceanothus cordulatus",NA,NA,NA
NA,"YOSE-7420_EMEC_91",91,NA,NA,NA,NA,NA,NA,NA,NA,"net","P33",2013,"CRP",1,"6/27/13","","",1,"Ceanothus cordulatus",NA,NA,NA
NA,"YOSE-7420_EMEC_92",92,NA,NA,NA,NA,NA,NA,NA,NA,"net","P33",2013,"CRP",1,"6/27/13","","",1,"Ceanothus cordulatus",NA,NA,NA
NA,"YOSE-7420_EMEC_93",93,NA,NA,NA,NA,NA,NA,NA,NA,"net","P33",2013,"CRP",1,"6/27/13","","",1,"Ceanothus cordulatus",NA,NA,NA
NA,"YOSE-7420_EMEC_94",94,NA,NA,NA,NA,NA,NA,NA,NA,"net","P33",2013,"CRP",1,"6/27/13","","",1,"Ceanothus cordulatus",NA,NA,NA
NA,"YOSE-7420_EMEC_95",95,"Hymenoptera","Colletidae","Hylaeus","","spp.","big","Bee","m","net","P33",2013,"CRP",1,"6/27/13","","",1,"Ceanothus cordulatus","2013-2015","L. Ponisio",""
NA,"YOSE-7420_EMEC_121",121,"Diptera","Syrphinae","Eupeodes","Metasyrphus","snowi","","Fly","f","net","L35",2013,"LCP",1,"6/27/13","","",1,"Gayophytum diffusum","2015","M. Hauser","Wehr"
NA,"YOSE-7420_EMEC_161",161,"Diptera","Syrphinae","Chrysotoxum","","sp.","a","Fly","","net","L35",2013,"LCP",1,"6/27/13","","",1,"Achillea millefolium","2015","M. Hauser",""
NA,"YOSE-7420_EMEC_162",162,"Hymenoptera","Megachilidae","Chelostoma","Chelostoma","minutum","","Bee","m","net","L35",2013,"LCP",1,"6/27/13","","",1,"Achillea millefolium","2013-2015","R.W. Thorp","Crawford"
NA,"YOSE-7420_EMEC_163",163,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","net","L35",2013,"LCP",1,"6/27/13","","",1,"Achillea millefolium","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_164",164,"Coleoptera",NA,"Trichodes","","ornatus","","Beetle","","net","L35",2013,"LCP",1,"6/27/13","","",1,"Achillea millefolium","2015","L. Ponisio","Linsley & MacSwain"
NA,"YOSE-7420_EMEC_165",165,"Diptera","Syrphinae","Eupeodes","Metasyrphus","fumipennis","","Fly","f","net","L35",2013,"LCP",1,"6/27/13","","",1,"Phacelia hastata ssp. compacta","2015","M. Hauser","Thomson"
NA,"YOSE-7420_EMEC_166",166,"Hymenoptera","Megachilidae","Hoplitis","Monumetha","albifrons","maura","Bee","m","net","L35",2013,"LCP",1,"6/27/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","T. Griswold","Cresson"
NA,"YOSE-7420_EMEC_167",167,"Hymenoptera","Andrenidae","Andrena","Trachandrena","quintiliformis","","Bee","f","net","L35",2013,"LCP",1,"6/27/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","R.W. Thorp","Viereck"
NA,"YOSE-7420_EMEC_168",168,"Hymenoptera","Megachilidae","Coelioxys","Coelioxys","sodalis","","Bee","m","net","L35",2013,"LCP",1,"6/27/13","","",1,"Phacelia hastata ssp. compacta","2013-2015","T. Griswold","Cresson"
