"EMEC","UniqueID","TempID","Year","Site","Date","NetPan","PanColor","PanID","SampleRound","NetNumber","Collector","FieldPlantSp","PlantSp","Order","Family","Genus","Subgenus","Species","Subspecies","Sex","Determiner","DateDetermined","Author","GeneralID"
1040310,"YOSE-7420_EMEC_7294",7294,2014,"L24","6/13/14","net","","",1,1,"LKM","SENARO","Senecio aronicoides","Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","f","Jason Gibbs","2013-2015","","Bee"
1040311,"YOSE-7420_EMEC_7295",7295,2014,"L24","6/13/14","net","","",1,1,"LKM","SENARO","Senecio aronicoides","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1040316,"YOSE-7420_EMEC_7300",7300,2014,"P37","6/13/14","net","","",1,1,"LTC","HORFUS","Horkelia fusca","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1040317,"YOSE-7420_EMEC_7301",7301,2014,"P37","6/13/14","net","","",1,1,"LTC","HORFUS","Horkelia fusca","Hymenoptera","Megachilidae","Anthidium","Anthidium","mormonum","","f","T. Griswold","2013-2015","Cresson","Bee"
1040318,"YOSE-7420_EMEC_7302",7302,2014,"P37","6/13/14","net","","",1,1,"LTC","HORFUS","Horkelia fusca","Hymenoptera","Megachilidae","Osmia","Melanosmia","proxima","aff.","f","T. Griswold","2013-2015","","Bee"
1040319,"YOSE-7420_EMEC_7303",7303,2014,"P37","6/13/14","net","","",1,1,"LTC","HORFUS","Horkelia fusca","Hymenoptera","Andrenidae","Calliopsis","Nomadopsis","edwardsii","","m","R.W. Thorp","2013-2015","Cresson","Bee"
1040320,"YOSE-7420_EMEC_7304",7304,2014,"P37","6/13/14","net","","",1,1,"LTC","HORFUS","Horkelia fusca","Diptera","Bombyliidae","Bombylius","","sp.","a","","M. Hauser","2015","","Fly"
1040321,"YOSE-7420_EMEC_7305",7305,2014,"P37","6/13/14","net","","",1,1,"LTC","HORFUS","Horkelia fusca","Diptera","Bombyliidae","Anthrax","","sp","c","","M. Hauser","2015","","Fly"
1040322,"YOSE-7420_EMEC_7306",7306,2014,"P37","6/13/14","net","","",1,1,"LTC","HORFUS","Horkelia fusca","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1040333,"YOSE-7420_EMEC_7317",7317,2014,"P37","6/13/14","net","","",1,1,"JPS","HORFUS","Horkelia fusca","Hymenoptera","Megachilidae","Anthidium","Anthidium","mormonum","","f","T. Griswold","2013-2015","Cresson","Bee"
1040334,"YOSE-7420_EMEC_7318",7318,2014,"P37","6/13/14","net","","",1,1,"JPS","HORFUS","Horkelia fusca","Hymenoptera","Colletidae","Hylaeus","Cephalylaeus","basalis","","m","L. Ponisio","2013-2015","Smith","Bee"
1040348,"YOSE-7420_EMEC_7332",7332,2014,"N131","6/14/14","net","","",1,1,"LCP","CEACOR","Ceanothus cordulatus","Diptera","Bombyliidae","Bombylius","","sp.","a","","M. Hauser","2015","","Fly"
1040349,"YOSE-7420_EMEC_7333",7333,2014,"N131","6/14/14","net","","",1,1,"LCP","CEACOR","Ceanothus cordulatus","Hymenoptera","Andrenidae","Andrena","Andrena","ceanothifloris","cretata","f","R.W. Thorp","2013-2015","LaBerge","Bee"
1040350,"YOSE-7420_EMEC_7334",7334,2014,"N131","6/14/14","net","","",1,1,"LCP","CEACOR","Ceanothus cordulatus","Hymenoptera","Andrenidae","Andrena","Andrena","edwardsi","","f","R.W. Thorp","2013-2015","Viereck","Bee"
1040351,"YOSE-7420_EMEC_7335",7335,2014,"N131","6/14/14","net","","",1,1,"LCP","CEACOR","Ceanothus cordulatus","Diptera","Bombyliidae","Conophorus","","sp","a","","M. Hauser","2015","","Fly"
1040352,"YOSE-7420_EMEC_7336",7336,2014,"N131","6/14/14","net","","",1,1,"LCP","SENARO","Senecio aronicoides","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1040365,"YOSE-7420_EMEC_7349",7349,2014,"W04","6/14/14","net","","",1,1,"LTC","CEACOR","Ceanothus cordulatus","Hymenoptera","Halictidae","Lasioglossum","Dialictus","marinense","cf.","f","Jason Gibbs","2013-2015","","Bee"
1040366,"YOSE-7420_EMEC_7350",7350,2014,"W04","6/14/14","net","","",1,1,"LTC","CEACOR","Ceanothus cordulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040368,"YOSE-7420_EMEC_7352",7352,2014,"L24","6/13/14","net","","",1,1,"LKM","ACHMIL","Achillea millefolium","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1040369,"YOSE-7420_EMEC_7353",7353,2014,"L24","6/13/14","net","","",1,1,"LKM","ACHMIL","Achillea millefolium","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1040370,"YOSE-7420_EMEC_7354",7354,2014,"L24","6/13/14","net","","",1,1,"LKM","ACHMIL","Achillea millefolium","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1040371,"YOSE-7420_EMEC_7355",7355,2014,"P37","6/13/14","net","","",1,1,"LTC","POTGRA","Potentilla gracilis","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1040372,"YOSE-7420_EMEC_7356",7356,2014,"P37","6/13/14","net","","",1,1,"LTC","POTGRA","Potentilla gracilis","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1040373,"YOSE-7420_EMEC_7357",7357,2014,"P37","6/13/14","net","","",1,1,"LTC","POTGRA","Potentilla gracilis","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1040374,"YOSE-7420_EMEC_7358",7358,2014,"N132","6/14/14","net","","",1,1,"AJR","LUPBRE","Lupinus breweri var. breweri","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1040391,"YOSE-7420_EMEC_7375",7375,2014,"N134","6/17/14","net","","",1,1,"JPS","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","queen","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1040392,"YOSE-7420_EMEC_7376",7376,2014,"N134","6/17/14","net","","",1,1,"JPS","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1040396,"YOSE-7420_EMEC_7380",7380,2014,"N136","6/17/14","net","","",1,1,"LTC","POLBIS","Polygonum bistortoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040397,"YOSE-7420_EMEC_7381",7381,2014,"N136","6/17/14","net","","",1,1,"LTC","POLBIS","Polygonum bistortoides","Coleoptera",NA,"Cosmosalia","","chrysocoma","","","L. Ponisio","2015","Kirby","Beetle"
1040398,"YOSE-7420_EMEC_7382",7382,2014,"N136","6/17/14","net","","",1,1,"LTC","POLBIS","Polygonum bistortoides","Coleoptera",NA,"Pachyta","","lamed","","","L. Ponisio","2015","Linnaeus","Beetle"
1040407,"YOSE-7420_EMEC_7391",7391,2014,"N136","6/17/14","net","","",1,1,"LTC","GERRIC","Geranium richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040408,"YOSE-7420_EMEC_7392",7392,2014,"N136","6/17/14","net","","",1,1,"LTC","GERRIC","Geranium richardsonii","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1040409,"YOSE-7420_EMEC_7393",7393,2014,"N136","6/17/14","net","","",1,1,"LTC","GERRIC","Geranium richardsonii","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1040410,"YOSE-7420_EMEC_7394",7394,2014,"N136","6/17/14","net","","",1,1,"LTC","GERRIC","Geranium richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040411,"YOSE-7420_EMEC_7395",7395,2014,"N133","6/18/14","net","","",1,1,"LCP","CEACOR","Ceanothus cordulatus","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1040412,"YOSE-7420_EMEC_7396",7396,2014,"N133","6/18/14","net","","",1,1,"LCP","CEACOR","Ceanothus cordulatus","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1040414,"YOSE-7420_EMEC_7398",7398,2014,"N133","6/18/14","net","","",1,1,"LCP","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Vespidae","Pseudomasaris","","zonalis","","m","L.Ponisio","2015","Cresson","Wasp"
1040416,"YOSE-7420_EMEC_7400",7400,2014,"N135","6/18/14","net","","",1,1,"LTC","PENNEW","Penstemon newberryi var.newberryi","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","queen","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1040417,"YOSE-7420_EMEC_7401",7401,2014,"N135","6/18/14","net","","",1,1,"LTC","PENNEW","Penstemon newberryi var.newberryi","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1040418,"YOSE-7420_EMEC_7402",7402,2014,"N135","6/18/14","net","","",1,1,"LTC","PENNEW","Penstemon newberryi var.newberryi","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1040419,"YOSE-7420_EMEC_7403",7403,2014,"N135","6/18/14","net","","",1,1,"LTC","PENNEW","Penstemon newberryi var.newberryi","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1040420,"YOSE-7420_EMEC_7404",7404,2014,"N135","6/18/14","net","","",1,1,"LTC","PENNEW","Penstemon newberryi var.newberryi","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1040430,"YOSE-7420_EMEC_7414",7414,2014,"N135","6/18/14","net","","",1,1,"LTC","SENARO","Senecio aronicoides","Hymenoptera","Megachilidae","Osmia","Cephalosmia","montana","quadriceps","f","T. Griswold","2013-2015","Cresson","Bee"
1040431,"YOSE-7420_EMEC_7415",7415,2014,"N135","6/18/14","net","","",1,1,"LTC","SENARO","Senecio aronicoides","Hymenoptera","Megachilidae","Osmia","Cephalosmia","montana","quadriceps","f","T. Griswold","2013-2015","Cresson","Bee"
1040432,"YOSE-7420_EMEC_7416",7416,2014,"N135","6/18/14","net","","",1,1,"LTC","SENARO","Senecio aronicoides","Hymenoptera","Halictidae","Lasioglossum","Lasioglossum","mellipes","","f","R.W. Thorp","2013-2015","Crawford","Bee"
1040433,"YOSE-7420_EMEC_7417",7417,2014,"N135","6/18/14","net","","",1,1,"LTC","SENARO","Senecio aronicoides","Hymenoptera","Megachilidae","Hoplitis","Monumetha","fulgida","platyura","f","T. Griswold","2013-2015","Cockerell","Bee"
1040434,"YOSE-7420_EMEC_7418",7418,2014,"N135","6/18/14","net","","",1,1,"LTC","SENARO","Senecio aronicoides","Hymenoptera","Megachilidae","Stelis","Stelis","montana","","m","T. Griswold","2013-2015","Cresson","Bee"
1040437,"YOSE-7420_EMEC_7421",7421,2014,"N133","6/18/14","net","","",1,1,"LCP","APOAND","Apocynum androsaemifolium","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
1040438,"YOSE-7420_EMEC_7422",7422,2014,"N133","6/18/14","net","","",1,1,"LCP","SENARO","Senecio aronicoides","Hymenoptera","Megachilidae","Osmia","Cephalosmia","montana","quadriceps","f","T. Griswold","2013-2015","Cresson","Bee"
1040439,"YOSE-7420_EMEC_7423",7423,2014,"N133","6/18/14","net","","",1,1,"LCP","SENARO","Senecio aronicoides","Hymenoptera","Halictidae","Lasioglossum","Lasioglossum","anhypops","","f","R.W. Thorp","2013-2015","McGinley","Bee"
1040451,"YOSE-7420_EMEC_7435",7435,2014,"N137","6/19/14","net","","",1,1,"LCP","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
1040452,"YOSE-7420_EMEC_7436",7436,2014,"N137","6/19/14","net","","",1,1,"LCP","CALUMB","Calyptridium umbellatum","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1040453,"YOSE-7420_EMEC_7437",7437,2014,"N137","6/19/14","net","","",1,1,"LCP","RIBCER","Ribes cereum var. cereum","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
1040454,"YOSE-7420_EMEC_7438",7438,2014,"N137","6/19/14","net","","",1,1,"LCP","RIBCER","Ribes cereum var. cereum","Diptera","Bombyliidae","Bombylius","","sp.","a","","M. Hauser","2015","","Fly"
1040455,"YOSE-7420_EMEC_7439",7439,2014,"N137","6/19/14","net","","",1,1,"LCP","CYMTER","Cymopterus terebinthinus","Hymenoptera","Halictidae","Lasioglossum","Dialictus","cyaneonotum","","f","Jason Gibbs","2013-2015","","Bee"
1041298,"YOSE-7420_EMEC_8682",8682,2014,"N136","6/17/14","net","","",1,1,"LTC","GERRIC","Geranium richardsonii","Lepidoptera","","Boloria","","epithore","","","L.Ponisio","2015","Edwards","Lep"
1041475,"YOSE-7420_EMEC_8859",8859,2014,"L24","6/13/14","net","","",1,1,"LKM","POTGRA","Potentilla gracilis","Lepidoptera","","Euphilotes","","enoptes","","f","L.Ponisio","2015","Boisduval","Lep"
1041476,"YOSE-7420_EMEC_8860",8860,2014,"P33","6/12/14","net","","",1,1,"AJR","CEACOR","Ceanothus cordulatus","Lepidoptera","","Boloria","","epithore","","","L.Ponisio","2015","Edwards","Lep"
1041477,"YOSE-7420_EMEC_8861",8861,2014,"P33","6/12/14","net","","",1,1,"AJR","CEACOR","Ceanothus cordulatus","Lepidoptera","","Hesperia","","juba","","m","L.Ponisio","2015","Scudder","Lep"
1041480,"YOSE-7420_EMEC_8864",8864,2014,"N131","6/14/14","net","","",1,1,"LCP","CEACOR","Ceanothus cordulatus","Lepidoptera","","Celastrina","","ladon","","","L.Ponisio","2015","Cramer","Lep"
1041481,"YOSE-7420_EMEC_8865",8865,2014,"P37","6/13/14","net","","",1,1,"LTC","POTGRA","Potentilla gracilis","Lepidoptera","","Plebejus","","icarioides","","","L.Ponisio","2015","Boisduval","Lep"
1041631,"YOSE-7420_EMEC_9015",9015,2014,"L21","6/12/14","net","","",1,1,"LKM","WYEMOL","Wyethia mollis","Lepidoptera","","Thorybes","","sp.","","","L.Ponisio","2015","Scudder","Lep"
1041632,"YOSE-7420_EMEC_9016",9016,2014,"L21","6/12/14","net","","",1,1,"LKM","WYEMOL","Wyethia mollis","Lepidoptera","","Thorybes","","sp.","","","L.Ponisio","2015","Scudder","Lep"
1041633,"YOSE-7420_EMEC_9017",9017,2014,"L21","6/12/14","net","","",1,1,"LKM","WYEMOL","Wyethia mollis","Lepidoptera","","Thorybes","","sp.","","","L.Ponisio","2015","Scudder","Lep"
1041634,"YOSE-7420_EMEC_9018",9018,2014,"L21","6/12/14","net","","",1,1,"LKM","WYEMOL","Wyethia mollis","Lepidoptera","","Thorybes","","sp.","","","L.Ponisio","2015","Scudder","Lep"
1041635,"YOSE-7420_EMEC_9019",9019,2014,"L21","6/12/14","net","","",1,1,"LKM","CEACOR","Ceanothus cordulatus","Lepidoptera","","Plebejus","","icarioides","","","L.Ponisio","2015","Boisduval","Lep"
1041636,"YOSE-7420_EMEC_9020",9020,2014,"L21","6/12/14","net","","",1,1,"LKM","CEACOR","Ceanothus cordulatus","Lepidoptera","","Plebejus","","icarioides","","","L.Ponisio","2015","Boisduval","Lep"
1041637,"YOSE-7420_EMEC_9021",9021,2014,"L21","6/12/14","net","","",1,1,"LKM","CEACOR","Ceanothus cordulatus","Lepidoptera","","Pyrgus","","comunis","","","L.Ponisio","2015","Grote","Lep"
1041639,"YOSE-7420_EMEC_9023",9023,2014,"L24","6/13/14","net","","",1,1,"LKM","SENARO","Senecio aronicoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1041640,"YOSE-7420_EMEC_9024",9024,2014,"L24","6/13/14","net","","",1,1,"LKM","SENARO","Senecio aronicoides","Lepidoptera","","Plebejus","","saepiolus","","m","L.Ponisio","2015","Boisduval","Lep"
1041642,"YOSE-7420_EMEC_9026",9026,2014,"L21","6/12/14","net","","",1,1,"LKM","MONODO","Monardella odoratissima ssp. pallida","Lepidoptera","","Plebejus","","icarioides","","","L.Ponisio","2015","Boisduval","Lep"
1040000,"YOSE-7420_EMEC_6984",6984,2014,"L21","6/12/14","net","","",1,1,"LKM","WYEMOL","Wyethia mollis","Hymenoptera","Megachilidae","Megachile","Sayapis","pugnata","pomona","f","T. Griswold","2013-2015","Cockerell","Bee"
1040001,"YOSE-7420_EMEC_6985",6985,2014,"L21","6/12/14","net","","",1,1,"LKM","WYEMOL","Wyethia mollis","Hymenoptera","Megachilidae","Megachile","Sayapis","pugnata","pomona","f","T. Griswold","2013-2015","Cockerell","Bee"
NA,"YOSE-7420_EMEC_1",1,2013,"L24","6/27/13","net","","",1,1,"LKM","GAYDIF","Gayophytum diffusum","Diptera","Syrphinae","Eupeodes","Metasyrphus","snowi","","f","M. Hauser","2015","Wehr","Fly"
NA,"YOSE-7420_EMEC_2",2,2013,"L24","6/27/13","net","","",1,1,"LKM","ACHMIL","Achillea millefolium","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
NA,"YOSE-7420_EMEC_3",3,2013,"L24","6/27/13","net","","",1,1,"LKM","ACHMIL","Achillea millefolium","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
NA,"YOSE-7420_EMEC_4",4,2013,"L24","6/27/13","net","","",1,1,"LKM","ACHMIL","Achillea millefolium","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
NA,"YOSE-7420_EMEC_5",5,2013,"L24","6/27/13","net","","",1,1,"LKM","ACHMIL","Achillea millefolium","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
NA,"YOSE-7420_EMEC_6",6,2013,"L24","6/27/13","net","","",1,1,"LKM","ACHMIL","Achillea millefolium","Diptera","Syrphinae","Eupeodes","Metasyrphus","snowi","","m","M. Hauser","2015","Wehr","Fly"
NA,"YOSE-7420_EMEC_7",7,2013,"L24","6/27/13","net","","",1,1,"LKM","ACHMIL","Achillea millefolium","Coleoptera",NA,"Judolia","","instabilis","","","L. Ponisio","2015","Haldeman","Beetle"
NA,"YOSE-7420_EMEC_8",8,2013,"L24","6/27/13","net","","",1,1,"LKM","ACHMIL","Achillea millefolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"YOSE-7420_EMEC_9",9,2013,"L24","6/27/13","net","","",1,1,"LKM","ACHMIL","Achillea millefolium","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
NA,"YOSE-7420_EMEC_10",10,2013,"L24","6/27/13","net","","",1,1,"LKM","POTDRU","Potentilla drummondii ssp. brewerii","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
NA,"YOSE-7420_EMEC_11",11,2013,"L24","6/27/13","net","","",1,1,"LKM","POTDRU","Potentilla drummondii ssp. brewerii","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
NA,"YOSE-7420_EMEC_12",12,2013,"L24","6/27/13","net","","",1,1,"LKM","POTDRU","Potentilla drummondii ssp. brewerii","Hymenoptera","Apidae","Bombus","Bombus","vandykei","","f","R.W. Thorp","2013-2015","Frison","Bee"
NA,"YOSE-7420_EMEC_13",13,2013,"L24","6/27/13","net","","",1,1,"LKM","POTDRU","Potentilla drummondii ssp. brewerii","Hymenoptera","Megachilidae","Hoplitis","Monumetha","albifrons","maura","f","T. Griswold","2013-2015","Cresson","Bee"
NA,"YOSE-7420_EMEC_14",14,2013,"L24","6/27/13","net","","",1,1,"LKM","POTDRU","Potentilla drummondii ssp. brewerii","Hymenoptera","Halictidae","Lasioglossum","Dialictus","sp.","kn","f","","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_15",15,2013,"L24","6/27/13","net","","",1,1,"LKM","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Megachilidae","Chelostoma","Chelostoma","minutum","","m","R.W. Thorp","2013-2015","Crawford","Bee"
NA,"YOSE-7420_EMEC_16",16,2013,"L24","6/27/13","net","","",1,1,"LKM","PHAHAS","Phacelia hastata ssp. compacta","Hymenoptera","Megachilidae","Chelostoma","Chelostoma","minutum","","f","R.W. Thorp","2013-2015","Crawford","Bee"
NA,"YOSE-7420_EMEC_17",17,2013,"L24","6/27/13","net","","",1,1,"LKM","POTGLA","Potentilla glandulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"YOSE-7420_EMEC_18",18,2013,"L24","6/27/13","net","","",1,1,"LKM","POTGLA","Potentilla glandulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"YOSE-7420_EMEC_19",19,2013,"L24","6/27/13","net","","",1,1,"LKM","POTGLA","Potentilla glandulosa","Hymenoptera","Colletidae","Hylaeus","","spp.","small","m","L. Ponisio","2013-2015","","Bee"
NA,"YOSE-7420_EMEC_20",20,2013,"L24","6/27/13","net","","",1,1,"LKM","POTGLA","Potentilla glandulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"YOSE-7420_EMEC_51",51,2013,"P33","6/27/13","net","","",1,1,"CRP","ERINUD","Eriogonum nudum var. nudum","Coleoptera",NA,"Trichodes","","ornatus","","","L. Ponisio","2015","Linsley & MacSwain","Beetle"
NA,"YOSE-7420_EMEC_52",52,2013,"P33","6/27/13","net","","",1,1,"CRP","ERINUD","Eriogonum nudum var. nudum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"YOSE-7420_EMEC_53",53,2013,"P33","6/27/13","net","","",1,1,"CRP","ERIBRE","Erigeron brewerii var. brewerii","Diptera","Bombyliidae","Bombylius","","sp.","a","","M. Hauser","2015","","Fly"
NA,"YOSE-7420_EMEC_54",54,2013,"P33","6/27/13","net","","",1,1,"CRP","ERIBRE","Erigeron brewerii var. brewerii","Hymenoptera","Megachilidae","Ashmeadiella","Ashmeadiella","bucconis","","m","T. Griswold","2013-2015","Say","Bee"
NA,"YOSE-7420_EMEC_82",82,2013,"P33","6/27/13","net","","",1,1,"CRP","CEACOR","Ceanothus cordulatus","Hymenoptera","Andrenidae","Andrena","Trachandrena","cleodora","","f","R.W. Thorp","2013-2015","Viereck","Bee"
NA,"YOSE-7420_EMEC_83",83,2013,"P33","6/27/13","net","","",1,1,"CRP","CEACOR","Ceanothus cordulatus","Hymenoptera","Andrenidae","Andrena","Trachandrena","cleodora","","f","R.W. Thorp","2013-2015","Viereck","Bee"
NA,"YOSE-7420_EMEC_84",84,2013,"P33","6/27/13","net","","",1,1,"CRP","CEACOR","Ceanothus cordulatus","Hymenoptera","Andrenidae","Andrena","Trachandrena","cleodora","","f","R.W. Thorp","2013-2015","Viereck","Bee"
NA,"YOSE-7420_EMEC_85",85,2013,"P33","6/27/13","net","","",1,1,"CRP","CEACOR","Ceanothus cordulatus","Hymenoptera","Andrenidae","Andrena","Trachandrena","cleodora","","f","R.W. Thorp","2013-2015","Viereck","Bee"
NA,"YOSE-7420_EMEC_86",86,2013,"P33","6/27/13","net","","",1,1,"CRP","CEACOR","Ceanothus cordulatus","Hymenoptera","Andrenidae","Andrena","Trachandrena","cleodora","","f","R.W. Thorp","2013-2015","Viereck","Bee"
NA,"YOSE-7420_EMEC_87",87,2013,"P33","6/27/13","net","","",1,1,"CRP","CEACOR","Ceanothus cordulatus","Hymenoptera","Apidae","Apis","Apis","mellifera","","f","R.W. Thorp","2013-2015","Linnaeus","Bee"
NA,"YOSE-7420_EMEC_88",88,2013,"P33","6/27/13","net","","",1,1,"CRP","CEACOR","Ceanothus cordulatus","Hymenoptera","Apidae","Bombus","Bombus","vosnesenskii","","f","R.W. Thorp","2013-2015","Radoszkowski","Bee"
NA,"YOSE-7420_EMEC_89",89,2013,"P33","6/27/13","net","","",1,1,"CRP","CEACOR","Ceanothus cordulatus","Diptera","Bombyliidae","Anthrax","","sp","b","","M. Hauser","2015","","Fly"
NA,"YOSE-7420_EMEC_90",90,2013,"P33","6/27/13","net","","",1,1,"CRP","CEACOR","Ceanothus cordulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"YOSE-7420_EMEC_91",91,2013,"P33","6/27/13","net","","",1,1,"CRP","CEACOR","Ceanothus cordulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"YOSE-7420_EMEC_92",92,2013,"P33","6/27/13","net","","",1,1,"CRP","CEACOR","Ceanothus cordulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"YOSE-7420_EMEC_93",93,2013,"P33","6/27/13","net","","",1,1,"CRP","CEACOR","Ceanothus cordulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"YOSE-7420_EMEC_94",94,2013,"P33","6/27/13","net","","",1,1,"CRP","CEACOR","Ceanothus cordulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
